topic,cluster_id,cluster_words,party,estimate,std_error,is_baseline
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",PD,-0.2082120351204685,0.13888667663444268,FALSE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",LEGA,0.1721877882269574,0.3677978100073848,FALSE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",AVS,NA,NA,FALSE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",IV,-0.7582781317510606,0.37044012925103287,FALSE
students,1,"student, protest, deput, paes, ragazz, scuol, grupp, chied, tant, sed",LEU,-0.7827933952959092,0.36372257122357354,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",M5S,0.2784847478611646,0.1405922228775266,TRUE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",FI,0.7460140226723646,0.269202380141102,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",FDI,0.43329924997938896,0.19115828372355634,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",PD,0.20760635920764178,0.1380937625581359,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",LEGA,-0.17213333359272154,0.36505340052860685,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",AVS,NA,NA,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",IV,0.7523646408587571,0.3611857721509214,FALSE
students,2,"manifest, stat, ragazz, piazz, protest, diritt, scuol, aver, prim, va",LEU,0.7781265372774636,0.363810330405084,FALSE
